"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-2","YMW-2","FS469_YMW-2","","Measurement","Consultant, Professional","05/09/2016",,"05/09/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.08","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5849123149136,-120.540183059598,,1090.86,,"",1077.78,"",,"","Not Reviewed","","","",5/31/2016 12:27:12 PM,204041429
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-05","RW-05","VCCE0442 MONITORING WELL RW-05","","Measurement","Consultant, Professional","08/17/2017",10:52:00,"08/17/2017 10:52:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.64","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556200009423,-119.90205,,812.4,,"",795.76,"",,"","Reviewed","","","",9/18/2017 12:26:16 PM,206592948
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","09/06/2017",10:33:00,"09/06/2017 10:33:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","4.58","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.5678363,-120.4905903,1003,,-0.33,"FT",998.09,"+/- 10 ft (3 m)",4.91,"","Not Reviewed","","","",10/25/2017 2:57:21 PM,206731767
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-04","MW-04","VCCE0442 MONITORING WELL MW-04","","Measurement","Consultant, Professional","08/17/2017",11:49:00,"08/17/2017 11:49:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.84","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559100009423,-119.9018,,807.18,,"",789.34,"",,"","Reviewed","","","",9/18/2017 12:26:16 PM,206592940
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-2","YMW-2","FS469_YMW-2","","Measurement","Consultant, Professional","02/15/2017",,"02/15/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.36","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5849123149136,-120.540183059598,,1090.86,,"",1077.5,"",,"","Not Reviewed","","","",4/25/2017 10:21:42 AM,206002347
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_5","KMW_5","FS469_KMW_5","","Measurement","Consultant, Professional","02/01/2016",16:50:00,"02/01/2016 16:50:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5858,-120.539211111111,,1082.85,,"",1074.07,"",,"","Not Reviewed","","","",4/25/2016 2:05:17 PM,203808520
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-01","RW-01","VCCE0442 MONITORING WELL RW-01","","Measurement","Consultant, Professional","08/15/2016",09:53:00,"08/15/2016 09:53:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.52","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558500009423,-119.9016,,808,,"",788.48,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897397
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","11/07/2016",,"11/07/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.59","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1077.89,"",,"","Not Reviewed","","","",12/28/2016 10:21:30 AM,205239620
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW11","MW11","FS26981244-MW11","BKY189","Measurement","Consultant, Professional","12/04/2019",,"12/04/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.26","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56793,-120.47344,,986,,"",975.74,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643537
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB736","LYV-MW-019","LYV-MW-019","BKB736","MEASUREMENT","WA Dept of Ecology","04/12/2022",12:14:00,"04/12/2022 12:14:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.53","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2727554845541,-120.030794809626,692.8,692.8,,"",673.27,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104798
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MWG_2","MWG_2","FS469_MWG_2","","Measurement","Consultant, Professional","05/04/2021",,"05/04/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.05","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5845388888889,-120.5398,,1085.47,,"",1075.42,"",,"","Not Reviewed","","","",6/3/2021 9:33:34 AM,214158916
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW4","MW4","FS26981244-MW4","BKY192","Measurement","Consultant, Professional","12/19/2018",,"12/19/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.68","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.568,-120.47268,,984,,"",973.32,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646805
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB746","LYV-MW-023","LYV-MW-023","BKB746","MEASUREMENT","WA Dept of Ecology","01/26/2022",09:49:00,"01/26/2022 09:49:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","34.11","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.214644188483,-119.956200484422,699.41,699.41,,"",665.3,"",,"","Not Reviewed","","","",4/29/2022 1:04:35 PM,215238475
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB755","LYV-MW-020","LYV-MW-020","BKB755","Measurement","WA Dept of Ecology","08/02/2021",16:25:00,"08/02/2021 16:25:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.68","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3096091946999,-119.955740104727,754.41,754.41,,"",740.73,"",,"","Not Reviewed","","","",2/4/2022 6:11:41 PM,215043095
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB756","LYV-MW-013","LYV-MW-013","BKB756","MEASUREMENT","WA Dept of Ecology","04/06/2022",14:30:00,"04/06/2022 14:30:00","","Field Replicate: LYV-QA-04","TOC1","Groundwater","Water level in well (depth below top of well casing)","28.98","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2732784818179,-120.057592914311,692.84,692.84,,"",663.86,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104756
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB739","LYV-MW-004","LYV-MW-004","BKB739","MEASUREMENT","WA Dept of Ecology","04/04/2022",12:03:00,"04/04/2022 12:03:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","65.41","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4436310715373,-120.261693585906,1033.69,1033.69,,"",968.28,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104696
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW12","MW12","VCCE0435-MW12","BJZ547","Measurement","Consultant, Professional","08/14/2018",12:25:00,"08/14/2018 12:25:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.53","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59239,-120.55725,,1173,,"",1159.47,"",,"","Not Reviewed","","","",9/14/2018 10:30:27 AM,208173306
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB748","LYV-MW-026","LYV-MW-026","BKB748","MEASUREMENT","WA Dept of Ecology","04/13/2022",14:15:00,"04/13/2022 14:15:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","57.72","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3163896997267,-119.911386198591,965.66,965.66,,"",907.94,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104858
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB754","LYV-MW-009","LYV-MW-009","BKB754","MEASUREMENT","WA Dept of Ecology","10/12/2021",13:20:00,"10/12/2021 13:20:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","6.40","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3608532749233,-120.178468053788,762.89,762.89,,"",756.49,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044064
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW1","MW1","VCCE0435-MW1","","Measurement","Consultant, Professional","11/08/2017",13:35:00,"11/08/2017 13:35:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.3","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59241,-120.55723,,1174,,"",1160.7,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173275
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-1","YMW-1","FS469_YMW-1","","Measurement","Consultant, Professional","11/05/2019",,"11/05/2019","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.09","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5850320240951,-120.539993895226,,1089.05,,"",1077.96,"",,"","Not Reviewed","","","",5/7/2020 3:58:12 PM,211972277
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB729","LYV-MW-027","LYV-MW-027","BKB729","Measurement","WA Dept of Ecology","10/05/2021",15:06:00,"10/05/2021 15:06:00","","Well observed dry upon arrival; No field readings taken; No Sample Taken; Depth shown is depth to bottom of well casing","TOC1","Groundwater","Water level in well (depth below top of well casing)","27.22","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3021683983892,-119.915387996216,938.05,938.05,,"",910.83,"",,"","Not Reviewed","","","",2/6/2022 5:45:58 PM,215044156
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","12/04/2018",00:00:00,"12/04/2018 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.18","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",995.82,"+/- 10 ft (3 m)",4.18,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631747
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW12","MW12","FS26981244-MW12","BKL121","Measurement","Consultant, Professional","05/16/2019",,"05/16/2019","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.79","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56809,-120.47377,,987,,"",977.21,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646773
"AODE11193","Remedial Investigation for Comet Trailer Corp Site, Facility No. 503","AODE11193_MW7","AODE11193_MW7","Former Comet Trailer Area Five MW7","BCB697","Measurement","Consultant, Professional","02/20/2017",09:45:00,"02/20/2017 09:45:00","M","","TOC1","Groundwater","Water level in well (depth below top of well casing)","4.99","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6465736248944,-120.528455185176,,1096.63,,"",1091.64,"",,"","Reviewed","","","",3/6/2018 5:09:50 PM,207295760
"FS534","Roza Irrigation District","FSID534-MW-15","MW-15","MW-15","","Measurement","Consultant, Professional","09/26/2018",14:30:00,"09/26/2018 14:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.4","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3274111120533,-120.004125,,754.16,,"",743.76,"",,"FSID534","Not Reviewed","","","",11/9/2018 9:33:19 AM,208374219
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW12","MW12","FS26981244-MW12","BKL121","Measurement","Consultant, Professional","12/20/2018",,"12/20/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.64","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56809,-120.47377,,987,,"",977.36,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646772
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB745","LYV-MW-018","LYV-MW-018","BKB745","Measurement","WA Dept of Ecology","08/04/2021",16:40:00,"08/04/2021 16:40:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.21","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3173048919674,-119.986970411728,735.22,735.22,,"",727.01,"",,"","Not Reviewed","","","",2/4/2022 6:11:41 PM,215043029
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","CGr-MW-301","LYV-MW-034","LYV-MW-034","","MEASUREMENT","WA Dept of Ecology","08/16/2021",10:42:00,"08/16/2021 10:42:00","","Field Replicate: LYV-QA-11","TOC1","Groundwater","Water level in well (depth below top of well casing)","29.5","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.20854,-119.92197,705,,3,"FT",678.5,"+/- 3 ft (1 m)",26.5,"","Not Reviewed","","","",2/4/2022 6:12:30 PM,215043257
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1078.7,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703538
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-03","RW-03","VCCE0442 MONITORING WELL RW-03","","Measurement","Consultant, Professional","01/06/2016",11:00:00,"01/06/2016 11:00:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.9","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558100009422,-119.9018,,806.61,,"",786.71,"",,"","Reviewed","","","",6/16/2016 1:57:18 PM,204243419
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-01","SW-01","VCCE0442 MONITORING WELL SW-01","","Measurement","Consultant, Professional","08/15/2016",09:58:00,"08/15/2016 09:58:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.62","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556600009423,-119.90183,,807.91,,"",788.29,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897405
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-1","YMW-1","FS469_YMW-1","","Measurement","Consultant, Professional","05/09/2017",,"05/09/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.01","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5850320240951,-120.539993895226,,1089.05,,"",1078.04,"",,"","Not Reviewed","","","",7/5/2017 3:57:25 PM,206348917
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","03/10/2016",,"03/10/2016","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.80","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",996.2,"+/- 10 ft (3 m)",3.8,"","Not Reviewed","","","",5/9/2016 2:34:03 PM,203896346
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-02","RW-02","VCCE0442 MONITORING WELL RW-02","","Measurement","Consultant, Professional","08/15/2016",10:03:00,"08/15/2016 10:03:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.48","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559200009423,-119.90174,,807.68,,"",788.2,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897398
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-03","SW-03","VCCE0442 MONITORING WELL SW-03","","Measurement","Consultant, Professional","04/27/2016",11:22:00,"04/27/2016 11:22:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.31","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557900009423,-119.90187,,805.34,,"",786.03,"",,"","Reviewed","","","",6/16/2016 1:51:37 PM,204243295
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-3","YMW-3","FS469_YMW-3","","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.18","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851358740912,-120.540181562287,,1090.24,,"",1080.06,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703544
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-04","MW-04","VCCE0442 MONITORING WELL MW-04","","Measurement","Consultant, Professional","04/27/2016",11:15:00,"04/27/2016 11:15:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","20.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559100009423,-119.9018,,807.18,,"",786.4,"",,"","Reviewed","","","",6/16/2016 1:51:37 PM,204243281
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","02/15/2017",,"02/15/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","14.45","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1077.03,"",,"","Not Reviewed","","","",4/25/2017 10:21:42 AM,206002348
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB758","LYV-MW-030","LYV-MW-030","BKB758","MEASUREMENT","WA Dept of Ecology","03/09/2022",11:55:00,"03/09/2022 11:55:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","119.98","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2218604956196,-119.891535674897,765.75,765.75,,"",645.77,"",,"","Not Reviewed","","","",4/29/2022 1:04:35 PM,215238523
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW11","MW11","FS26981244-MW11","BKY189","Measurement","Consultant, Professional","05/24/2018",,"05/24/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.61","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56793,-120.47344,,986,,"",975.39,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646767
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB732","LYV-MW-008","LYV-MW-008","BKB732","MEASUREMENT","WA Dept of Ecology","10/13/2021",14:12:00,"10/13/2021 14:12:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","98.54","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3927035747902,-120.199317664237,889.82,889.82,,"",791.28,"",,"","Not Reviewed","","","",2/6/2022 5:45:57 PM,215044136
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_16","KMW_16","FS469_KMW_16","","Measurement","Consultant, Professional","11/05/2019",,"11/05/2019","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.49","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5846555555556,-120.538930555556,,1083.27,,"",1072.78,"",,"","Not Reviewed","","","",5/7/2020 3:58:12 PM,211972280
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB728","LYV-MW-002","LYV-MW-002","BKB728","MEASUREMENT","WA Dept of Ecology","01/18/2022",10:13:00,"01/18/2022 10:13:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","74.25","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4727530657367,-120.335013304692,1039.13,1039.13,,"",964.88,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238325
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW7","MW7","VCCE0435-MW7","","Measurement","Consultant, Professional","07/28/2017",10:07:00,"07/28/2017 10:07:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.95","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59241,-120.55673,,1176,,"",1168.05,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173269
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","09/07/2022",10:31:00,"09/07/2022 10:31:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","5.83","ft","","","Water level accurate to +/- 0.1ft","GWLMT","Groundwater level by electric tape measurement.","",46.5678363,-120.4905903,1003,,-0.33,"FT",996.84,"+/- 10 ft (3 m)",6.16,"","Not Reviewed","","","",10/12/2022 10:54:55 AM,215795643
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","AHF830","LYV-PS-033","LYV-PS-033","AHF830","MEASUREMENT","WA Dept of Ecology","04/18/2022",13:03:00,"04/18/2022 13:03:00","","Field Replicate: LYV-QA-05","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.75","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.28254,-120.00105,695,,2.5,"FT",678.75,"+/- 3 ft (1 m)",16.25,"","Not Reviewed","","","",11/3/2022 2:00:52 PM,216104906
